"address","name","online_order","book_table","rate","votes","location","rest_type","dish_liked","cuisines","approx_cost.for.two.people.","reviews_list","menu_item","Casual Dining","Quick Bites","Cafe","Bar","Delivery","Dessert","Pub","Fine Dining","North India","Chinese","Continental","Fast Food","South India","Biryani","Beverage","Italian"
"521, 2nd Floor, Teachers Colony, Sarjapura Ring Road, Above Mahaveer Hardware, HSR, Bangalore","Star Bowl","1","0","NEW",0,"HSR","Takeaway, Delivery","","North Indian, Chinese, Rolls",650,"[]","['Jeera Rice', 'Hyderbadi Chicken Dum Biryani', 'Boneless Hyderbadi Chicken Dum Biryani', 'Phulka', 'Aloo Parota', 'Schezwan Noodles', 'Chicken Noodles', 'Double Egg Roll', 'Chicken Roll', 'Egg Chicken Roll', 'Paneer Chilly', 'Gobi Manchurian', 'Chilly Chicken', 'Chicken Kabab', 'Chiken Tikka Masala', 'Egg Chilly', 'Paneer 65', 'Paneer Manchurian', 'Paneer Chilly', 'Baby Corn Chilly', 'Crispy Baby Corn', 'Mushroom Chilly', 'Mushroom 65', 'Mushroom Manchurian', 'Gobi Manchurian', 'Gobi Chilly', 'Gobi 65', 'Chicken Manchurian', 'Chicken Pakoda', 'Chilly Chicken', 'Chicken 65', 'Ginger Chicken', 'Garlic Chicken', 'Pepper Chicken', 'Pepper Chicken Dry', 'Garlic Chicken Dry', 'Lemon Chicken Dry', 'Majestic Chicken Dry', 'Dragon Chicken', 'Schezwan Chicken', 'Chicken 555', 'Roasted Chicken Ghee', 'Roasted Chicken', 'Chicken Kabab', 'Egg Curry', 'Egg Bhurji', 'Butter Chicken', 'Chicken Masala', 'Chicken Kadai', 'Chicken Kolhapuri', 'Chicken Do Pyaza', 'Achari Chicken', 'Punjab Murgh Masala', 'Chiken Tikka Masala', 'Chicken Hariyali', 'Andhra Chicken Curry', 'Pudina Parota', 'Phulka', 'Parota', 'Butter Phulka', 'Plain Parota', 'Aloo Parota', 'Gobi Parota', 'Paneer Parota', 'Onion Parota', 'Egg Parota', 'Chicken Parota', 'Basumati Biryani Rice', 'Veg Pulao', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'White Rice', 'Mushroom Biryani', 'Paneer Biryani', 'Aloo Biryani', 'Veg Biryani', 'Egg Biryani', 'Hyderbadi Chicken Dum Biryani', 'Boneless Hyderbadi Chicken Dum Biryani', 'Hyderbadi Chicken Biryani Family Pack', 'Boneless Hyderbadi Chicken Biryani Family Pack', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Schezwan Fried Rice', 'Mixed Veg Fried Rice', 'Egg Fried Rice', 'Chiken Fried Rice', 'Chicken Egg Fried Rice', 'Schezwan Chicken Fried Rice', 'Schezwan Egg Chicken Fried Rice', 'Schezwan Noodles', 'Mushroom Noodles', 'Hakka Noodles', 'Paneer Noodles', 'Schezwan Egg Noodles', 'Egg Noodles', 'Egg Chicken Noodles', 'Chicken Noodles', 'Schezwan Chicken Noodles', 'Schezwan Egg Chicken Noodles', 'Veg Roll', 'Paneer Roll', 'Double Egg Roll', 'Chicken Roll', 'Paneer Chicken Roll', 'Egg Chicken Roll', 'Egg Chilly', 'Egg Omelette', 'Boiled Egg']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1510, 19th Main Road, Vanganahalli, 1st Sector, HSR Layout","Urvashi","1","0","NEW",0,"HSR","Casual Dining","","South Indian, Chinese, Seafood, Biryani",600,"[('Rated 4.0', 'RATED\n  We ordered breakfast combo from here-2 idli and 1 vada. It contained two chutneys and sambar. Idli and vada was fresh in taste and also sambar taste was good.'), ('Rated 5.0', 'RATED\n  I was been there multiple times in few days. Taste was awesom. Especially chicken briyani and chicken dry. And fish was awesome...i had typical spicy food after long time.')]","[]",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"Shop 2B, # 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR Layout, Bangalore.","Laziz Pizza","1","0","NEW",0,"HSR","Quick Bites","","Fast Food, Burger, Pizza",400,"[('Rated 5.0', 'RATED\n  Awesome place ?they have freshness in every bite of pizza n they are yummilicious,there burgers ,subways r gr8 too.will surely visit again....?'), ('Rated 5.0', 'RATED\n  You can feel freshness of pizza in every bite. The base is prepared at the place. Loved every bite of pizza. Friendly staff and friendly for pockets.'), ('Rated 5.0', ""RATED\n  Nice Pizza!!! Great staff. Had cheese and corn one. The prices are very affordable compared to others and since it's very close to my place, I will be going there again!!!  :)"")]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"22, ITI Layout, Vasudha Raja Gruha, Block-B, Sector 7, HSR, Bangalore","GrannyzHut","0","0","NEW",0,"HSR","Takeaway, Delivery","","Chinese, North Indian, Bengali",350,"[]","[]",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Near Ganesh Temple, Rajiv Gandhi Nagar, HSR, Bangalore","UK Foods","0","0","NEW",0,"HSR","Delivery","","South Indian",200,"[]","[]",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Block 1, Teacher's Colony, Sector 5, Jakkasandra, HSR, Bangalore","Maggi N Maggi House","0","0","NEW",0,"HSR","Takeaway, Delivery","","Fast Food",300,"[]","[]",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2B, 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR, Bangalore","Amul Ice Cream","1","0","NEW",0,"HSR","Dessert Parlor","","Desserts, Ice Cream",100,"[]","[]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kitchens@, 14th Main, Sector 5, HSR, Bangalore","Basmati's Briyani Nation","1","0","NEW",0,"HSR","Takeaway, Delivery","","Biryani, Fast Food",350,"[('Rated 4.0', ""RATED\n  This is a good place to order from if you like to eat Biryani but can't finish off one full portion.. well, you have a choice of even 100gm Biryani to order from.. however, you won't get any chicken piece in that much quantity\n..not to fret.. you can order 250grams also.. I ordered Hyderabadi chicken Biryani and plain chicken Biryani, also salan and Raita ( yes.. you have to order them separately)\n\nTaste was good, delivery was quick..but the quantity.. hmmm I hope they keep up the quality..and give the salan and Raita for free..,?"")]","[]",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Hongasandra, 1st Main Road, Bommanahalli, Bangalore","Pizza Palace","1","0","NEW",0,"Bommanahalli","Quick Bites","","Pizza, Fast Food",300,"[('Rated 1.0', ""RATED\n  This is the worst pizza I ever had in my life\nThe pizza was burnt in the bottom and the middle part was not properly baked the pizza had only quantity not the quality. And the toppings were just putted in a way without opening it's peals."")]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"172, Siri Skylights Building, 9th Main, Sector 7, se HSR, Bangalore","Go Italia","1","0","NEW",0,"HSR","Quick Bites","","Italian, Pizza, Fast Food",500,"[('Rated 1.0', 'RATED\n  The food was absolutely awful. We order a pizza and spaghetti. It tasted stale, and disgusting . I feel sick after eating there. I would give negative ratings if I could.')]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Shop 61, Green Glen Layout, Bellandur, Bangalore","Biriyani Adda","1","0","NEW",0,"Bellandur","Quick Bites","","Biryani, Fast Food",350,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"338, 27th Main, Sector 2, Sarjapur Road, HSR, Bangalore","Tandoori Club","1","0","NEW",0,"HSR","Casual Dining","","North Indian, Chinese, Continental",750,"[('Rated 4.0', 'RATED\n  Recently explored this food joint, offers variety of food, we stayed there for very short period to had a some quick grab. Services was quick and amicable . Ambiance was really nice, staff was friendly and offcourse food was finger licking good. Recommending it')]","[]",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"66/A, 66/B, 1st Floor Gangalahari, Kasavanahalli, Opposite Amritamayi Vishwavidaya Reetam, Sarjapur Road, Bangalore","Hotel Narmada","1","0","NEW",0,"Sarjapur Road","Quick Bites","","Hyderabadi, Biryani, Andhra",500,"[('Rated 1.0', 'RATED\n  I ordered paneer biryani from this restaurant. There was a piece of chicken in it. The restaurant should be responsible enough to separate veg food from non-veg food. Poor service.'), ('Rated 5.0', 'RATED\n  Andhra meals is Awesome and veg starters ....\nThere is no Andhra meals near by area ..liked it\nService is good .\nClean and neat..\nRecommended ....')]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"19/6A, Bellandur Main, Road Bellandur, Bangalore Near vinayaka two wheelers services centre and srinivasa signature Bellandur","Roti's Ghar","1","0","NEW",0,"Bellandur","Takeaway, Delivery","","North Indian, Juices",200,"[('Rated 1.0', 'RATED\n  I ordered a few plain phulkas for my breakfast from this place. When i opened the order it looked like uncooked raw circle of atta and so stale, it might possibly from the previous night leftovers. I highly do not recommend this place. Worst food ever!')]","[]",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1153, 24th Main, 22nd Cross, Sector 2, HSR, Bangalore","Burger Mania","1","0","NEW",0,"HSR","Quick Bites","","Burger, Sandwich, Fast Food",400,"[('Rated 5.0', 'RATED\n  Great and tasty burgers! Would surely recommend this to anyone looking for burgers, sandwiches and fries. And the best part is that the food is available late night, which works best for me!!')]","['Veg Surprise Burger', 'Cheese Shot Burger', 'Chicken and Cheese Burger', 'Chicken Spicy Burger', 'Cheese and Cucumber Sandwich', 'Corn and Cheese Sandwich', 'Special Sandwich', 'Chicken Sandwich', 'Peri Peri Fries', 'Cheese Fries', 'Chicken Nuggets', 'Chicken and Cheese Burger Meals', 'Veg Surprise Burger Meal', 'Hot Chilli Veg Burger Meal', 'Veggie Cheese Shot Burger Meal', 'Mexican Veggie Burger Meal', 'Veg Maharaja Burger Meal', 'American Burger Meal', 'Chicken and Cheese Burger Meals', 'Chicken Barbeque Burger Meal', 'Chicken Spicy Burger Meal', 'Chicken Maharaja Burger Meal', 'Potato Wedges Burger', 'Double Aloo Tikki Burger', 'Veg Surprise Burger', 'Hot Chilli Veg Burger', 'Veggie Mexican Burger', 'Cheese Shot Burger', 'Veggie Keema Burger', 'Veg Maharaja Burger', 'American Burger', 'Chicken and Cheese Burger', 'Chicken Barbeque Burger', 'Chicken Spicy Burger', 'Chicken Mexican Burger', 'Chicken Nuggets Burger', 'Cheese and Cucumber Sandwich', 'Corn and Cheese Sandwich', 'Special Sandwich', 'Omelette Sandwich', 'Chicken Sandwich', 'Chicken Spicy Sandwich', 'Crispy Nuggets Sandwich', 'Classic Salted Fries', 'Peri Peri Fries', 'Cheese Fries', 'Loaded Fries', 'Salted Potato Wedges', 'Peri Peri Potato Wedges', 'Cheese Shots', 'Chicken Nuggets', 'Lemon Iced Tea', 'Peach Iced Tea', 'Litchi Iced Tea', 'Spicy Mango Refresher', 'Paan Mojito']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"169, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore","The Food Therapy","0","0","NEW",0,"Koramangala 1st Block","Casual Dining, Bar","","North Indian, South Indian, Continental, Chinese",1000,"[]","[]",1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"Green Glen Layout, Bellandur, Bengalore","Five Satr Chiken","0","0","NEW",0,"Bellandur","Quick Bites","","Fast Food",300,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16/10, Thirumalappa Complex, Hosplaya Main Road, Near Ujala Factory, Bommanahalli, Bangalore","Navi's Kitchen","1","0","NEW",0,"Bommanahalli","Quick Bites","","North Indian, Chinese",250,"[]","[]",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore","99 Variety Dose-Biryanis-Starters","1","0","NEW",0,"HSR","Takeaway, Delivery","","South Indian, North Indian, Fast Food, Chinese",300,"[]","[]",0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
"Tumbites, 103 First floor, above IndusInd Bank ATM, left from ramdev medical Bellandur","Tumbites","1","0","NEW",0,"Bellandur","Quick Bites","","North Indian",200,"[('Rated 5.0', 'RATED\n  Great food at great prices. Small outlet a variety of North Indian foods with great price. Have ordered here more than a dozen times and loved the food every single time . Their phulkas & special Items(dal bati churma & litti chokha)are always fresh and soft ,All dishes taste yummy acc. to restaurant name . I will highly recommend this restaurant for excellent North Indian food at reasonable price .'), ('Rated 5.0', 'RATED\n  Excellent food and ambiance, Value for money. Ordered the Dal Bati and was pleased by the quality of the Dal Bati, as well as the Litty chokha, softness which accompanied it. what I noticed is the food was fresh and reasonably priced. I personally appreciate the food quality and restaurant.'), ('Rated 5.0', 'RATED\n  This place should host a spot in best dal bati leaderboard in Bangalore. Authentic north indian daal baati. We also ordered missi roti and dum aloo and it was great too. Kudos ro you guys, keep up with the taste.'), ('Rated 5.0', 'RATED\n  Thank you so much for the delicious food! I had order my lunch from here, menu is quite interesting at a reasonable price I tried - Dal bati, Missi roti and Dum aalo. This is the best Dal bati in Bangalore I have ever had. I like the extra crunchiness of it. Missi roti and Dum aalo was too good. \nI look forward to continue ordering from you guys. ;)\n\nKeep the taste up!!'), ('Rated 5.0', 'RATED\n  Tumbites serving tasty rajastani food and a friendly response of Mr. Abhishek is great. All the best guys and keep serving more and more delicious food.'), ('Rated 5.0', 'RATED\n  If you are a Rajasthani you must try food items from Tumbites. Dal baati and litti chokha are very tasty and unexpected to find that quality in Bangalore.'), ('Rated 5.0', 'RATED\n  Thanks tumbites for tasty food. I have been ordering my dinner from tumbites for last couple of days and the food they provide is tasty and hygienic. The litti chokha in particular is amazing. I would recommend all you to try this tasty cuisine.'), ('Rated 5.0', 'RATED\n  Taste and prices make complete sense. I ordered a Monday meal and a Paneer parotha. It tasted really well, for the price quoted. Better than Bowl Company too.'), ('Rated 5.0', 'RATED\n  Order many number of times. Taste and quality of food is always good. Taste of sattu and panner parotha was awesome.Also tried there regular weekly lunch meal..it is testy and affordable.'), ('Rated 5.0', 'RATED\n  Best place for authentic home food. Specially daal bati, n dum aalo was too yummy! It also has a good variety of food item, this definitely becomes my default option.'), ('Rated 5.0', 'RATED\n  Very interesting menu when it comes to good home food. Loved the taste of dal bati and missi roti, two of my favourites. Hope to place more orders soon as it is really amazing to have good home food away from home.')]","[]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"780, 12th Cross, 19th Main, HSR, Bangalore","Telugu Velugu","1","0","NEW",0,"HSR","Quick Bites","","South Indian, Andhra",500,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1st Floor, BKL Building, Hosur Main Road, HSR, Bangalore","Chef Genie","1","0","NEW",0,"HSR","Delivery","","Biryani, Fast Food",500,"[]","[]",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"42, First Floor, 1st Main Road, Koramangala 1st Block, Bangalore","Aata's Kitchen","1","0","NEW",0,"Koramangala 1st Block","Quick Bites","","South Indian, North Indian",250,"[('Rated 5.0', ""RATED\n  Great place, nice ambience. If you're looking for a good lunch meal this is the place to be. Perfect for office go-ers. Definitely recommend the Kerala fish meals. Cheers!""), ('Rated 5.0', 'RATED\n  I had bean visited this restaurant ambiance and food is very tasty especially Malabar dum biriyani and all wishes hope guys will do more than this'), ('Rated 4.0', 'RATED\n  Had fantastic moments with in Aatas kitchen.they where friendly and Tasty food, lots of dishes everything is superb. And the ambiance quit good')]","[]",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"417/1, 100 Ft Roa, Koramangala 4th Block, Bangalore","The Shawarma Shop","0","0","NEW",0,"Koramangala 4th Block","Quick Bites","","Arabian",250,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lakedew Residency, Phase 2, Harlur, HSR, Bangalore","Biryani Rooh-e-Khaas","1","0","NEW",0,"HSR","Delivery","","Biryani, Mughlai",500,"[('Rated 5.0', 'RATED\n  First time here and ordered chicken Dum Biryani which came in nice packing. And such delicious Biryani.. Spicy and hot, amazing to Rooh-e-khaas..'), ('Rated 4.0', 'RATED\n  Mutton ghosht biryani was really good, better than the special chicken dum.')]","[]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"42, 1st Main, Koramangala 1st Block, Bangalore","Punjabi Unplugged","1","0","NEW",0,"Koramangala 1st Block","Quick Bites","","North Indian",500,"[]","[]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35/36, Venkatapura Main Road, Koramangala 1st Block, Bangalore","Akshaya Bar And Restaurant","1","0","NEW",0,"Koramangala 1st Block","Casual Dining, Bar","","North Indian, South Indian, Chinese, Fast Food",600,"[]","[]",1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
"59, Ground Floor, 7th Cross Reliable Residency, Haralur Road, Sector 2, HSR, Bangalore","YUNCHI","1","0","NEW",0,"HSR","Quick Bites","","North Indian",300,"[]","[]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"77/1, CJR Arcade, Bellandur, Bangalore","Homelicious Food","1","0","NEW",0,"Bellandur","Quick Bites","","North Indian",200,"[('Rated 5.0', ""RATED\n  If you're looking for some healthy homely food this is the place. Staying away from home I was on a lookout for a place where I could get homely and fresh food at a reasonable price and trust me homelicious food has filled that gap. Do try ?"")]","[]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ground Floor, Opposite Central Mall, Bellandur, Bangalore","Frosty Fills","1","0","NEW",0,"Bellandur","Quick Bites","","Desserts, Ice Cream",250,"[('Rated 3.0', 'RATED\n  Have ordered dry fruit party. Could find only raisins and traces of almond. No apricots and pista found as mentioned in their food description. Delivery was quick.')]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OYO Flagship, 12476 IRA Residency, 9/13 HSR, Outer Ring Road, Iblur Village, Bellandur, Bangalore","Wimpie Cafe & Restaurant","1","0","NEW",0,"Bellandur","Casual Dining","","North Indian, Mughlai, Biryani",600,"[('Rated 5.0', ""RATED\n  Last Night we had best time at dinner with my family and friends that I think I've ever had, There was Live Singing and karaoke,Specially Our server was full of personality plus. He is a huge asset to the restaurant and deserves much kudos. We will definitely be back soon!""), ('Rated 5.0', ""RATED\n  Healthy and Tasty food.... I got what I expect Biryani, chicken and Chinese items were amazing and place is to awesome.. I'll give Wimpie 5 out of Five.""), ('Rated 5.0', 'RATED\n  I love their prawns masala it was too good and the Hyderabadi Biryani was just lip smacking and well served. My experience @wimpie along with my two favorite friends was awesome and I recommend this place.\nGuys @wimpie if you are reading this keep up.')]","[]",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"448, Jharana, 4th Sector, 17th Main, 17th Cross, Ground Floor, HSR Layout, Bangalore","Tea Trails","1","0","NEW",0,"HSR","Casual Dining","","North Indian, Tea, Fast Food",600,"[('Rated 4.0', ""RATED\n  Zomato should really start this decimal value for rating!\nAnyway, this is a newly opened cafe at HSR. You can almost miss it, but shouldn't!\nA cosy cafe tucked in a corner,away from the hustle. They were playing such soothing songs.\nWe had ordered schezwan idli (quite spicy, it has to be!), cheese garlic toast with salsa (also I didn't understand why garlic toast was priced the same), hibiscus tea ( soooo relaxing, it came with a sandwatch). They will ask for refilling as well. Also, we had lemongrass chai served in a kettle.\nSee, I would say it is a bit overpriced. But then they were giving 50% off over ?700 bill which is okay, but for 1 or 2 persons it would be difficult to reach that bill amount.\nOverall,\nFood 4/5\nService 4/5\nAmbiance 4/5\nVFM 3/5""), ('Rated 4.0', ""RATED\n  The ambience is top notch in this place. If you're a quiet person and would want some time to yourself, while you read a book and get some garam chai, this is the place for you. Their tea isn't other worldly great, but it's served in the cutest way possible and the pakoras are fine. The ambience, though, kills it."")]","[]",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"A-104, Adarsh Plam, Retreat, Bellandur, Bangalore","Madurai Veg Kitchen","1","0","NEW",0,"Bellandur","Takeaway, Delivery","","North Indian, Chinese, South Indian",200,"[('Rated 1.0', 'RATED\n  I ordered idli but both chutney and samber was spoiled. We wonÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t get any other options in night so itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s better if u provide good quality food.How can we eat if u provide this kind of food??'), ('Rated 3.0', ""RATED\n  Very small size paratha(chapati size). Disappointed. Had to order again from some other restaurant.\nTaste was average, but paratha wasn't stuffed properly."")]","[]",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"6, 58/7, Harlur Main Road, Near Pratham Motors, Sarjapur Road, Bangalore","Wow Kitchen Punjabi Taste","1","0","NEW",0,"Sarjapur Road","Quick Bites","","North Indian",200,"[('Rated 5.0', 'RATED\n  Amazing food, very tasty non veg typical northy taste and specially chicken role was so yummy, thanks for the delightful experience after a long time in Bangalore.')]","[]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"837, Ground Floor, 26 Main, 11 Cross, 1 Stage, HSR, Bangalore","Waffle Stories","1","0","NEW",0,"HSR","Dessert Parlor","","Desserts, Beverages",300,"[('Rated 5.0', ""RATED\n  Had been here today after office hours. It's newly opened outlet of the wafflestories chain. Honestly not a regular Waffle lover, but glad I had this thought of trying it out.\n\nI first tried the red velvet Waffle with ice cream and strawberry toppings, then I tried a waffle with nutella it was magical. They even served hot and freshly made hash browns they were awesome. You can also go through the photos I have uploaded to have a glance at them.\n\nI loved the place, it's tiny and cute. You must try waffles out here soon. Love love love.\n\nFood: 5/5\nStaff: 5/5\nLocation: 5/5\nAmbience : 4/5\n\n?"")]","[]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"572, 30th Main, 3rd Stage, Banashankari, Bangalore","My Tea House","1","1","NEW",0,"Banashankari","Casual Dining","","Continental, Asian",800,"[('Rated 4.0', ""RATED\n  So apparently I visited this outlet and reviewed the other one as pointed out by the restaurant. Anyway here is what I think of this place.\n\nStragetically located in the heart of Banashankarim 2nd stage close to the KIMS college and BDA complex, this place is a quiet hangout for youngsters and families alike. The decor is amazing so are the variety of teas. There are some unimaginable variants and you would love it. The staff is courteous. And there are some interesting food options too so don't be misled by the name Tea house.\n\nMy rating\nAmbience: 4/5\nService: 4/5\nValue for money: 4/5"")]","[]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"436, 17 Cross Road, Sector 4, HSR, Bangalore","Seven Ate Nine","1","1","NEW",0,"HSR","Casual Dining","","North Indian, Steak, South Indian",700,"[('Rated 5.0', 'RATED\n  Went here for dinner yesterday. Loved the place and the decor.\nThe food was awesome. We had ordered fish n chicken steaks. Some fish starters and burger. Must say the quality and the taste of the food was great.\nCan put more options for food and beverages.'), ('Rated 5.0', 'RATED\n  We went to this newly opened restaurant in HSR. This place is wonderfully colorful & vibrant. I just loved the decor personally. The staffs here were very friendly & welcoming. We ordered mahi mussalam steak with saffron rice & achari jhinga with zaffrani pilaf. Both the fish & prawns were awesome in taste. Loved the food as well as the ambience. Overall, a great place to hangout.'), ('Rated 3.0', ""RATED\n  It's a new small restaurant in HSR. The starters were generally nice. However the menu is short and lack options. Given that, the restaurant is newly opened, and quality of food being nice, expecting this to be a better place in future. Friendly staff. The walls of the restaurant are nicely designed."")]","[]",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore","9 Bowls","1","0","NEW",0,"Koramangala 1st Block","Quick Bites","","Healthy Food, Continental, North Indian, Chinese",500,"[]","[]",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"1086/A, Twin Tulips, 18th Cross, 14th Main Road, Sector 3, HSR, Bangalore","Wedding Biryani","0","0","NEW",0,"HSR","Quick Bites","","Biryani, Kebab",600,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"32, B3, 24th Main Road, Parangi Palya, Sector 2, HSR, Bangalore","Hungry Monster","1","0","NEW",0,"HSR","Takeaway, Delivery","","Biryani, Chinese, North Indian",300,"[('Rated 4.0', ""RATED\n  Must try dishes in hungry monster I'd ordered chicken biryani that was awesome, and must try monster chef tawa chicken the best chicken starters, also ordered veg noodles n egg fried rice awesome ????......""), ('Rated 5.0', 'RATED\n  Awesome taste, value for money, great service. Overall very satisfied with the restaurant.\nBest dishes - Chicken Biryani and some chicken gravy.'), ('Rated 5.0', 'RATED\n  Best food for the money... If you live around hsr layout highly recommend this place... Especially the kebabs and the panner gravy and the biryani here')]","[]",0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"837, Ground Floor, 26 Main, 11 Cross, 1 Stage, HSR, Bangalore","Waffle Stories","1","0","NEW",0,"HSR","Dessert Parlor","","Desserts, Beverages",300,"[('Rated 5.0', ""RATED\n  Had been here today after office hours. It's newly opened outlet of the wafflestories chain. Honestly not a regular Waffle lover, but glad I had this thought of trying it out.\n\nI first tried the red velvet Waffle with ice cream and strawberry toppings, then I tried a waffle with nutella it was magical. They even served hot and freshly made hash browns they were awesome. You can also go through the photos I have uploaded to have a glance at them.\n\nI loved the place, it's tiny and cute. You must try waffles out here soon. Love love love.\n\nFood: 5/5\nStaff: 5/5\nLocation: 5/5\nAmbience : 4/5\n\n?"")]","[]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2B, 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR, Bangalore","Amul Ice Cream","1","0","NEW",0,"HSR","Dessert Parlor","","Desserts, Ice Cream",100,"[]","[]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
